0.948780;0.003562;0.025725;0.309467;29.728125
0.948819;-0.000481;0.025231;0.309408;29.765772
0.948761;0.005359;0.024191;0.309624;29.762007
0.948718;0.001220;0.025157;0.309721;29.766697
0.948736;-0.002779;0.024402;0.309716;29.818459
0.948619;0.002226;0.027360;0.309832;29.814695
0.948693;-0.001332;0.025266;0.309790;29.800581
0.948745;0.002397;0.021350;0.309919;29.811884
0.948651;-0.000369;0.024930;0.309946;29.825066
0.948672;0.003493;0.021056;0.310153;29.860830
0.948553;0.001430;0.025309;0.310211;29.757298
0.948382;0.005947;0.028835;0.310374;29.741287
0.948484;0.003037;0.025681;0.310382;29.821281
0.948468;-0.000911;0.026987;0.310332;29.786461
0.948544;0.001334;0.022260;0.310477;29.797754
0.948410;0.000720;0.027091;0.310501;29.786476
0.948500;0.000157;0.022542;0.310594;29.823183
0.948588;0.000454;0.017650;0.310640;29.767654
0.948441;0.001605;0.022893;0.310740;29.756359
0.948475;-0.002076;0.021047;0.310769;29.836346
0.948338;0.000497;0.025913;0.310820;29.821281
0.948430;-0.000178;0.021260;0.310898;29.811871
0.948293;0.000492;0.026395;0.310918;29.796814
0.948332;-0.004747;0.022028;0.311108;29.786476
0.946111;-0.000780;0.021387;0.317872;29.777065
0.951406;0.001161;0.020868;0.301689;29.816595
0.953821;-0.005674;0.023226;0.293737;29.854233
0.953085;-0.012061;0.031064;0.295204;29.862694
0.952114;-0.017893;0.036934;0.297355;29.760107
0.950407;0.015485;0.047312;0.301445;29.814695
0.952082;0.013376;0.042493;0.296959;29.812828
0.956478;0.024455;0.045114;0.281319;29.874006
0.957934;0.032673;0.034779;0.276976;29.771418
0.957745;0.050183;0.031547;0.275382;29.822241
0.950565;0.090552;0.029314;0.289802;29.844826
0.945789;0.117917;0.032276;0.295222;29.835403
0.938581;0.156441;0.030675;0.300484;29.824106
0.929995;0.202928;0.027893;0.299750;29.812813
0.920306;0.250972;0.023845;0.293649;29.808107
0.907893;0.292393;0.016931;0.294439;29.788357
0.895192;0.329407;0.020814;0.294008;29.777065
0.888389;0.346730;0.020678;0.294682;29.835417
0.873548;0.383694;0.023885;0.292980;29.761065
0.860217;0.414627;0.022259;0.290510;29.835403
0.847611;0.444106;0.028236;0.283163;29.777048
0.839800;0.458175;0.027264;0.284299;29.812813
0.836405;0.465397;0.024779;0.282767;29.804344
0.826811;0.483448;0.028465;0.280403;29.812828
0.817692;0.500613;0.036437;0.275795;29.777065
0.809863;0.513836;0.035392;0.274701;29.835417
0.806319;0.519518;0.038264;0.274315;29.844826
0.795851;0.534914;0.034871;0.275692;29.740345
0.790656;0.542896;0.033287;0.275302;29.777988
0.791757;0.541170;0.034526;0.275147;29.811871
0.789250;0.543906;0.031484;0.277343;29.890932
0.782602;0.553127;0.032659;0.278008;29.786476
0.776286;0.563216;0.036413;0.274721;29.870241
0.764892;0.578853;0.037879;0.274261;29.764832
0.755890;0.591201;0.035053;0.273184;29.844826
0.740549;0.610880;0.035999;0.271900;29.833519
0.732044;0.620606;0.035975;0.272760;29.778931
0.724107;0.631013;0.039478;0.269657;29.810930
0.718848;0.636486;0.036222;0.271087;29.883406
0.714669;0.641740;0.040849;0.269329;29.786476
0.709553;0.648467;0.044684;0.266001;29.775183
0.702896;0.656999;0.053654;0.260849;29.763889
0.701502;0.659309;0.054651;0.258580;29.851414
0.692298;0.669095;0.045882;0.260216;29.768578
0.696552;0.664731;0.044340;0.260346;29.779871
0.708162;0.648913;0.026892;0.271154;29.734695
0.706659;0.649604;0.012816;0.274323;29.795876
0.727780;0.622488;0.010013;0.281753;29.784595
0.738059;0.608567;0.002174;0.285571;29.826948
0.747233;0.596079;0.000370;0.288055;29.838242
0.747473;0.596369;0.003951;0.286802;29.758238
0.769569;0.564678;-0.006097;0.292414;29.801519
0.791319;0.532053;-0.002444;0.295580;29.741283
0.807040;0.500309;0.001545;0.308240;29.713049
0.820020;0.472759;-0.018168;0.316823;29.790237
0.828763;0.458010;-0.030268;0.314808;29.781773
0.823866;0.461152;-0.070607;0.316603;29.767654
0.818793;0.465352;-0.072719;0.323076;29.843884
0.833126;0.436993;-0.069844;0.326650;29.737520
0.838072;0.421916;-0.083082;0.330698;29.746931
0.834057;0.431248;-0.088915;0.327272;29.711166
0.842182;0.419610;-0.079748;0.323944;29.788357
0.885492;0.323442;-0.101563;0.312606;29.681067
0.896934;0.286340;-0.110662;0.312906;29.762007
0.897325;0.280961;-0.106515;0.318063;29.745056
0.904304;0.248780;-0.115646;0.321877;29.731873
0.905779;0.242931;-0.115089;0.322400;29.718697
0.912042;0.220815;-0.117560;0.319745;29.786465
0.917292;0.196963;-0.121756;0.318737;29.724360
0.922691;0.170059;-0.123606;0.317925;29.704597
0.929524;0.130052;-0.131250;0.313808;29.752596
0.931142;0.109430;-0.132082;0.316522;29.768578
0.933594;0.084290;-0.139545;0.313774;29.725283
0.935736;0.067341;-0.143964;0.309464;29.794930
0.938667;0.015869;-0.152150;0.303522;29.646240
0.936778;-0.004167;-0.156503;0.307510;29.685774
0.936744;-0.051582;-0.160632;0.301109;29.762007
0.933529;-0.069510;-0.162187;0.306611;29.740345
0.933680;-0.080313;-0.161276;0.303980;29.722462
0.927594;-0.122936;-0.164873;0.306516;29.712114
0.924702;-0.151694;-0.165794;0.301737;29.682949
0.921621;-0.186709;-0.144929;0.302290;29.747890
0.915137;-0.211463;-0.156767;0.299845;29.675404
